uid4	12,14,32,13,11,33,47,27,26,42,46,36,37,39
uid9	2,17,12,14,39,33,11,32,27,26,34,42,46,13,36,37,29,21,40,38
uid16	22,12,14,32,11,39,33,27,26
uid27	12,14,32,13,11,37,20,6,35,33,29
uid33	32,11,13,12,26,43
uid34	40,35,45,46,29,11,14,6,2,16,39,37,36
uid36	12,14,32,13,11,1,6,39,48,26,27,41,42,46,36,37,29,21,40,43,45,33,34
uid38	12,14,11,32,26,42,29
uid47	2,26
uid48	15,17,2,26
uid49	29,16,15,26
uid58	33,47,12,13,20,21,14,9,22,29,23,24,31
uid63	39,33,11,13,21,20,34,37,14,5,22,28,29,23,42,40
uid65	33,47,39,13,12,11,21,20,14,34,22,28,29,23,24,31,40
uid66	21,47,33,39,12,11,13,34,14,22,28,29
uid74	47,33,11,13,12,21,20,14,37,9,22,29,42,24,31,40
uid79	13,12,11,47,39,33,21,14,37,34,9,8,22,29,42,23,24,31,40
uid84	47,33,39,12,13,11,21,14,37,22,29,42,24,31,40
uid87	22
uid91	12,13,11,37,47,33,39,34,14,21
uid93	11,37,13,39,47,33,21,34
uid104	33,47,39,13,21,34,14,37,22,29,42,23,24
uid108	22,33,39,27,43
uid110	33,39,26,43
uid111	33,39,43
uid115	34,26,36,14,37
uid118	13,33,39,21,37,12,34,14
uid119	11,33,47,39,13,37,21,4,20,34,22
uid125	33,13,11,12,21,14,37,8,22,29,42,24,40
uid127	11,13,47,33,21,20,14,34,37,9,22,28,29
uid133	11,13,20,21,33,47,39,37,14,22,29
uid140	13,12,39,33,47,34,37,21,14,20,22,28,29
uid142	20,11,13,39,33,14,37,34,22
uid153	39,33,11,13,29,35,14,37,12,10
uid157	39,33,47,11,13,29,14,37,34,12,10
uid158	39,33,47,11,13,29,35,14,37,34,12,10
uid159	47,11,13,39,33,29,35,14,37,34,12
uid160	15,16,29,26,42
uid162	33,39,47,11,29,35,14,34,37,12
uid163	39,33,11,47,29,35,14,37,34,12,10
uid164	29,15,16,17,2,26
uid165	15,16,26
uid166	15,2,26
uid172	29,2,3,26
uid178	15,26
uid182	16,2,26
uid185	15,2,26
uid189	2,26
uid194	29,15,26,42
uid201	29,16,15,26,42,44
uid209	29,16,15,26,42
uid214	29,16,26
uid216	15,26,42,41
uid223	29,15,26,42
uid224	15
uid229	15,26
uid235	32,11,12,27,29,36,14,22,26,43,42,2
uid236	36,34,37,26,14
uid239	29,15,16,26,42
uid256	21,27,26,36,14,34,39,33,11,22
uid258	21,27,26,36,14,34,39,33,11,22
uid263	21,27,26,36,14,34,33,47,11,22
uid271	21,27,26,36,14,34,39,33,11,22
uid272	21,27,26,36,14,34,33,11,22
uid277	21,27,26,36,14,34,39,47,33,11,22
uid278	21,26,36,34,14,47,39,11,22
uid287	21,27,26,36,14,34,11,47,39,22
uid289	21,27,36,26,14,11,22
uid291	21,27,26,36,14,34,39,11,22
uid294	46,35,40,29,25
uid296	46,35,40,29,44,6,2,3
uid299	46,45,35,40,29,14,6,2,3
uid305	35,40,46,25,2,3,16,47,33,36,37
uid311	46,35,40,45,29,43,44,6,2
uid318	46,35,40,29,14,43,1,6,2,15,33,39,36,37
uid319	11,39,14
uid321	11,14,26
uid324	11,13
uid330	36,37,26,14
uid331	36,34,37,26,14
uid333	40,29,14,0,3,2,6,39,36,37
uid341	46,20,45,40,29,14,6,2,15,16,17,33,36,37
uid345	46,20,45,35,40,29,0,6,2,39,36,37
uid352	46,20,45,35,40,29,14,6,2,3,47,33,37,36
uid361	21,26,36,14,34,39,33,11,22
uid377	39,11,33,13,21,22
uid380	33,39,11,21,22
uid381	33,39,11,21,22,23
uid385	21,40,2,3,26,42,33,24
uid386	21,40,45,2,3,26,42,33,17
uid390	21,27,26,36,14,34,39,47,11,22
uid394	16,15,26,42,44
uid395	29,16,26,15,42
uid403	15,26,44,42
uid405	29,16,26,15,42
uid415	35,14,37,34,12
uid416	39,33,11,29,35,14,37,34,12
uid419	11,13,39,33,48
uid420	11,13
uid421	11,13,33,39,20
uid422	11,13
uid423	11,13,33,39,48
uid431	11,13,33,39
uid434	11,13,39,33
uid436	17,15,16,2,3,26
uid437	15,26
uid442	15,16,26,29,42
uid445	33,21,39,29,42,40,43,35,37,22
uid446	39,34,37,21,33,40,43,35,47,29,22
uid447	33,34,21,26,37,39,42,40,43,35,47
uid449	33,37,21,26,41,42,43,35,47
uid450	33,34,37,21,26,42,40,35,43,47
uid459	26
uid461	38,26
uid474	26
uid481	26,42,38
uid482	26
uid489	26,14,11
uid497	22,24,40
uid498	32,11,13,12,26,37,14,27,29,43
uid499	32,11,12,26,14,37,34,27,29
uid505	32,11,13,12
uid512	11,36
uid520	11,13,36,46,29,14,37,34,26,12,27
uid532	11,36,27,12
uid541	11,12,14,36
uid553	11,13,46,36,29,14,37,34,26
uid554	11,36,46,29,14,37
uid555	30,11,13,36,29,14,37,34,26
uid556	11
uid570	47,33,11,14,12,26
uid572	33,39,14,27,26,11,12,46
uid573	33,39,11,14,37,26
uid584	11,33,14,26,37,22
uid588	33,11,13,14,37,34,26
uid593	11,36,14,26,45
uid595	11,14,37,34
uid598	11,39,37,34,14
uid605	43,38,13
uid608	32,11,37,14,29
uid609	26
uid619	11,39,13,14,26,37
uid620	33,11,12,14,32,27,26,13,46,37,21,38,43
uid623	11,33,39,14,26,34,19,22
uid624	11,39,13,14,26,37,34,22
uid626	11,39,19,14,26,37,34,22
uid629	39,11,12,14,32,27,26
uid632	39,11,12,14,32,27,26,13,46
uid634	30,11,13,46,36
uid635	27,26
uid642	11,13,27,26,14,37,30
uid644	11,13,37,14,26,31
uid655	11,13,49,14,37,30,22,26,27
uid661	11,37,14,27,26
uid663	11,14,27,26
uid667	43,38
uid672	21,40,45,2,3,26,42,24
uid675	12,14,37,47,6
uid677	26
uid679	11,33,26,37,34,22
uid680	11,33,47,14,26,37
uid682	11,33,14,26,37
uid683	11,39,33,13,14,26
uid687	11,33,39,13,47,14,26,37,34,22
uid690	11,13
uid697	21,22,47
uid698	20,21,22,33,11,14,32,26,34
uid706	14
uid711	14
uid712	14
uid721	11,27,48
uid722	21,22,47,11,14,32
uid723	46,35,29,14,11,1,6,2,3,39,37
uid735	33,39,11,14,32,27,26,13
uid736	33,47,11,14,32,27,26,13,46
uid737	11,14,26
uid743	39,11,13,37,26,14
uid745	11,13,14,26,37,39
uid751	12,14,34,37
uid752	12
uid755	11,37,34
uid756	39,11,13,14,37,34,26
uid758	33,39,11,14,37
uid765	39,11,13,14,37,26
uid774	26
uid779	12
uid783	14,12
uid790	12,14,37,26,43
uid792	12,14,10,34,37,43
uid793	12,14,34,37,43,42,26
uid794	14,34
uid795	14,12
uid797	12,14,37
uid798	12,14,34,37
uid809	12,14,43
uid811	14,12,10,43
uid816	47
uid820	47
uid821	33,11,34,37
uid825	26,6,1
uid827	26,13,20,6,27
uid830	11,14,26
uid835	11,14,26,37
uid840	33,11,12
uid844	47,33,11,12,14,27,26
uid846	33,11,14,12,27,26
uid848	39,11,12,14,26
uid852	47,33,11,14,27,26,6
uid856	39,33,11,6
uid859	39,11,12
uid863	33,39,12
uid864	47,39,11,13,14,27,26
uid866	33,11,13,27,26,14
uid867	39,33,11,14,27,26
uid872	39,47,11,14,27,26
uid873	33,39,11,13,14,27,26
uid874	33,11,14,26
uid875	33,11,12
uid882	11,14,26,34,37,43,31
uid889	11,14,26,30,31
uid904	29,26
uid910	29,26
uid915	29,26
uid917	29,26
uid920	29,26
uid923	29,26
uid932	11,26
