uid,question,response,timestamp,sequence_order,split
0,156,1.0,2011/9/21 17:35,0,train
0,164,1.0,2011/9/21 17:35,1,train
0,172,0.0,2011/9/21 17:35,2,train
0,157,1.0,2011/9/21 17:35,3,train
0,165,1.0,2011/9/21 17:35,4,train
0,173,0.0,2011/9/21 17:35,5,train
0,158,1.0,2011/9/21 17:35,6,train
0,166,1.0,2011/9/21 17:35,7,train
0,174,1.0,2011/9/21 17:35,8,train
0,159,0.0,2011/9/21 17:35,9,train
0,167,1.0,2011/9/21 17:35,10,train
0,175,1.0,2011/9/21 17:35,11,train
0,160,0.0,2011/9/21 17:35,12,train
0,168,0.0,2011/9/21 17:35,13,train
0,176,1.0,2011/9/21 17:35,14,train
0,161,0.0,2011/9/21 17:35,15,train
0,169,1.0,2011/9/21 17:35,16,train
0,162,1.0,2011/9/21 17:35,17,train
0,170,0.0,2011/9/21 17:35,18,train
0,163,0.0,2011/9/21 17:35,19,train
0,171,0.0,2011/9/21 17:35,20,train
0,286,1.0,2011/9/21 17:49,21,train
0,287,1.0,2011/9/21 17:49,22,train
0,288,1.0,2011/9/21 17:49,23,train
0,289,1.0,2011/9/21 17:49,24,train
0,290,0.0,2011/9/21 17:50,25,train
0,291,1.0,2011/9/21 17:50,26,train
0,292,0.0,2011/9/21 17:52,27,train
0,293,1.0,2011/9/21 17:53,28,train
0,294,1.0,2011/9/21 17:53,29,train
0,295,1.0,2011/9/21 17:58,30,train
0,296,1.0,2011/9/21 17:58,31,train
0,297,1.0,2011/9/21 17:58,32,train
0,298,1.0,2011/9/21 17:59,33,train
0,299,1.0,2011/9/21 17:59,34,train
0,300,0.0,2011/9/21 17:59,35,train
0,301,0.0,2011/9/21 18:01,36,train
0,302,0.0,2011/9/21 18:01,37,train
0,303,1.0,2011/9/21 18:02,38,train
0,304,0.0,2011/9/21 18:02,39,train
0,305,0.0,2011/9/21 18:03,40,train
0,306,0.0,2011/9/21 18:03,41,train
0,307,1.0,2011/9/21 18:03,42,train
0,308,1.0,2011/9/21 18:03,43,train
0,309,1.0,2011/9/21 18:03,44,train
0,310,0.0,2011/9/21 18:03,45,train
0,311,0.0,2011/9/21 18:04,46,train
0,312,1.0,2011/9/21 18:04,47,train
0,313,0.0,2011/9/21 18:04,48,train
0,314,0.0,2011/9/21 18:04,49,train
0,315,0.0,2011/9/21 18:04,50,train
0,316,1.0,2011/9/21 18:04,51,train
0,317,1.0,2011/9/21 18:05,52,train
0,318,0.0,2011/9/21 18:05,53,train
0,177,1.0,2011/9/21 18:10,54,train
0,189,0.0,2011/9/21 18:10,55,train
0,178,0.0,2011/9/21 18:10,56,train
0,179,1.0,2011/9/21 18:10,57,train
0,180,0.0,2011/9/21 18:10,58,train
0,184,0.0,2011/9/21 18:10,59,train
0,181,1.0,2011/9/21 18:10,60,train
0,185,1.0,2011/9/21 18:10,61,train
0,182,1.0,2011/9/21 18:10,62,train
0,186,0.0,2011/9/21 18:10,63,train
0,183,0.0,2011/9/21 18:10,64,train
0,187,0.0,2011/9/21 18:10,65,train
0,188,1.0,2011/9/21 18:10,66,train
0,89,1.0,2011/9/26 7:10,67,train
0,90,1.0,2011/9/26 7:10,68,train
0,92,1.0,2011/9/26 7:10,69,train
0,91,1.0,2011/9/26 7:10,70,train
0,93,1.0,2011/9/26 7:10,71,train
0,142,1.0,2011/9/26 7:13,72,train
0,98,1.0,2011/9/26 7:15,73,train
0,99,0.0,2011/9/26 7:15,74,train
0,101,1.0,2011/9/26 7:15,75,train
0,102,0.0,2011/9/26 7:15,76,train
0,103,0.0,2011/9/26 7:16,77,train
0,105,0.0,2011/9/26 7:16,78,train
0,106,1.0,2011/9/26 7:17,79,train
0,107,0.0,2011/9/26 7:17,80,train
0,109,1.0,2011/9/26 7:17,81,train
0,110,0.0,2011/9/26 7:17,82,train
0,111,0.0,2011/9/26 7:18,83,train
0,113,1.0,2011/9/26 7:18,84,train
0,75,1.0,2011/9/26 7:22,85,train
0,80,1.0,2011/9/26 7:22,86,train
