uid,question,response,timestamp,sequence_order,split
1,84,1.0,1595636849000,0,train
1,85,1.0,1595636849000,1,train
1,1161,1.0,1595665951000,2,train
1,84,1.0,1595666162000,3,train
1,85,1.0,1595666162000,4,train
1,86,1.0,1595666162000,5,train
1,1162,1.0,1595666200000,6,train
1,1163,1.0,1595723208000,7,train
1,1227,1.0,1595723208000,8,train
1,1228,1.0,1595723208000,9,train
1,1163,1.0,1595763766000,10,train
1,1227,1.0,1595763766000,11,train
1,1228,0.0,1595763766000,12,train
1,89,1.0,1595982352000,13,train
1,487,1.0,1595982352000,14,train
1,496,0.0,1596014623000,15,train
1,495,1.0,1596014699000,16,train
1,505,1.0,1596014733000,17,train
1,1164,0.0,1596015161000,18,train
1,91,1.0,1596068740000,19,train
1,1077,1.0,1596068740000,20,train
1,1078,0.0,1596068740000,21,train
1,491,0.0,1596101371000,22,train
1,91,1.0,1596101589000,23,train
1,1077,1.0,1596101589000,24,train
1,1078,1.0,1596101589000,25,train
1,497,0.0,1596101611000,26,train
1,506,1.0,1596101836000,27,train
1,1166,1.0,1599978324000,28,train
1,101,1.0,1600737932000,29,train
1,102,1.0,1600738094000,30,train
1,103,0.0,1600738094000,31,train
1,861,1.0,1600738094000,32,train
1,613,1.0,1600738164000,33,train
1,1087,1.0,1600738164000,34,train
1,1088,1.0,1600738164000,35,train
1,1086,1.0,1600738327000,36,train
1,109,0.0,1600738463000,37,train
1,110,1.0,1600738463000,38,train
1,111,1.0,1600738463000,39,train
1,112,0.0,1600738463000,40,train
1,113,1.0,1600738463000,41,train
1,114,1.0,1600738463000,42,train
1,1089,1.0,1600738463000,43,train
1,1090,0.0,1600738463000,44,train
1,116,1.0,1602074164000,45,train
1,489,0.0,1602074530000,46,train
1,865,1.0,1602074530000,47,train
1,1229,1.0,1602074530000,48,train
1,58,1.0,1602074590000,49,train
1,59,0.0,1602074590000,50,train
1,1092,1.0,1602074590000,51,train
1,118,1.0,1602074622000,52,train
1,119,1.0,1602074622000,53,train
1,1091,1.0,1602074622000,54,train
1,67,1.0,1602074757000,55,train
1,120,1.0,1602074757000,56,train
1,862,1.0,1602074757000,57,train
1,1093,1.0,1602074757000,58,train
1,123,1.0,1602397555000,59,train
1,125,0.0,1603002344000,60,train
1,126,1.0,1603002344000,61,train
1,1094,1.0,1603002344000,62,train
1,127,1.0,1603188678000,63,train
1,125,1.0,1603190311000,64,train
1,126,1.0,1603190311000,65,train
1,1094,1.0,1603190311000,66,train
1,130,0.0,1603190368000,67,train
1,1095,0.0,1603190368000,68,train
1,1096,1.0,1603190467000,69,train
1,509,1.0,1603190956000,70,train
1,1097,1.0,1603190956000,71,train
1,1098,1.0,1603190956000,72,train
1,1099,1.0,1603190956000,73,train
1,133,1.0,1603607110000,74,train
1,134,1.0,1603607110000,75,train
1,512,1.0,1604211916000,76,train
1,513,1.0,1604211916000,77,train
1,137,1.0,1604405075000,78,train
1,139,1.0,1604405220000,79,train
1,140,1.0,1604405220000,80,train
1,142,0.0,1604405307000,81,train
1,143,1.0,1604405307000,82,train
1,1100,0.0,1604405413000,83,train
1,638,1.0,1604405641000,84,train
1,639,1.0,1604405641000,85,train
1,640,1.0,1604405641000,86,train
1,873,1.0,1604405641000,87,train
1,1101,1.0,1604405641000,88,train
1,1102,1.0,1604405641000,89,train
1,1103,1.0,1604405641000,90,train
1,157,0.0,1604918694000,91,train
1,144,1.0,1604918839000,92,train
1,145,1.0,1604918839000,93,train
1,146,0.0,1604918839000,94,train
1,618,0.0,1604918876000,95,train
1,1105,0.0,1604918876000,96,train
1,621,1.0,1604918963000,97,train
1,630,1.0,1604919104000,98,train
1,631,1.0,1604919104000,99,train
1,632,1.0,1604919104000,100,train
1,633,1.0,1604919104000,101,train
1,634,1.0,1604919104000,102,train
1,636,1.0,1604919104000,103,train
1,637,1.0,1604919104000,104,train
1,1107,1.0,1604919104000,105,train
1,155,1.0,1605603461000,106,train
1,147,1.0,1605603713000,107,train
1,148,1.0,1605603713000,108,train
1,149,1.0,1605603713000,109,train
1,623,1.0,1605603748000,110,train
1,1109,0.0,1605603748000,111,train
1,150,1.0,1605603834000,112,train
1,520,1.0,1605603994000,113,train
1,625,1.0,1605603994000,114,train
1,627,1.0,1605603994000,115,train
1,628,1.0,1605603994000,116,train
1,1230,1.0,1605603994000,117,train
1,1231,1.0,1605603994000,118,train
1,648,0.0,1605604178000,119,train
1,156,0.0,1606216802000,120,train
1,151,1.0,1606216962000,121,train
1,152,0.0,1606216962000,122,train
1,153,1.0,1606216962000,123,train
1,641,0.0,1606217141000,124,train
1,642,0.0,1606217141000,125,train
1,154,1.0,1606217231000,126,train
1,643,1.0,1606217392000,127,train
1,645,1.0,1606217392000,128,train
1,647,1.0,1606217392000,129,train
1,1110,1.0,1606217392000,130,train
1,1111,1.0,1606217392000,131,train
1,40,1.0,1606736797000,132,train
1,158,1.0,1606736906000,133,train
1,1112,1.0,1606736906000,134,train
1,1113,0.0,1606736906000,135,train
1,161,1.0,1606737068000,136,train
1,163,1.0,1606737068000,137,train
1,1114,1.0,1606737068000,138,train
1,1115,1.0,1606737171000,139,train
1,521,1.0,1606737893000,140,train
1,656,0.0,1606737893000,141,train
1,165,1.0,1607235910000,142,train
1,522,1.0,1607235910000,143,train
1,167,1.0,1607341312000,144,train
1,164,1.0,1607341443000,145,train
1,522,1.0,1607341443000,146,train
1,1117,1.0,1607341443000,147,train
1,523,0.0,1607341477000,148,train
1,1118,0.0,1607341477000,149,train
1,1119,1.0,1607341477000,150,train
1,168,1.0,1607341545000,151,train
1,662,1.0,1607341659000,152,train
1,663,1.0,1607341659000,153,train
1,664,1.0,1607341659000,154,train
1,1116,1.0,1607341659000,155,train
1,668,0.0,1607341947000,156,train
1,879,1.0,1607840860000,157,train
1,881,1.0,1607840860000,158,train
1,1120,1.0,1607840860000,159,train
1,1120,1.0,1607840860000,160,train
1,528,1.0,1608445504000,161,train
1,529,1.0,1608445504000,162,train
1,171,0.0,1608628459000,163,train
1,527,1.0,1608628597000,164,train
1,528,1.0,1608628597000,165,train
1,529,1.0,1608628597000,166,train
