uid,question,response,timestamp,sequence_order,split
0,115,0.0,24237223,0,train
0,126,1.0,24237687,1,train
0,130,1.0,24237857,2,train
0,116,1.0,24238088,3,train
0,1229,1.0,24238576,4,train
0,1217,0.0,24238815,5,train
0,617,1.0,24238997,6,train
0,614,1.0,24239473,7,train
0,1244,0.0,24239588,8,train
0,1232,1.0,24239641,9,train
0,1208,1.0,24239690,10,train
0,1265,1.0,24239747,11,train
0,1330,0.0,24240358,12,train
0,1383,0.0,24240934,13,train
0,1342,0.0,24241008,14,train
0,1350,0.0,24242053,15,train
0,280,1.0,24748952,16,train
0,1391,0.0,24750132,17,train
0,1331,0.0,24750732,18,train
0,1291,1.0,24750820,19,train
0,1374,0.0,24751090,20,train
0,1283,1.0,24751129,21,train
0,1351,1.0,24751151,22,train
0,1293,1.0,24751185,23,train
0,1413,1.0,24752234,24,train
0,1422,0.0,24752270,25,train
0,1419,1.0,24753818,26,train
0,304,1.0,25639553,27,train
0,293,1.0,25641010,28,train
0,296,1.0,25641193,29,train
0,287,1.0,25641376,30,train
0,314,1.0,25641546,31,train
0,1205,0.0,25644746,32,train
0,891,0.0,26054781,33,train
0,898,0.0,26055499,34,train
0,840,1.0,26055713,35,train
0,839,1.0,26056111,36,train
0,914,1.0,26056234,37,train
0,1145,0.0,27941087,38,train
0,1135,0.0,27942796,39,train
0,1126,0.0,27943180,40,train
0,749,0.0,27944583,41,train
0,751,0.0,27944849,42,train
0,761,0.0,27944962,43,train
0,741,1.0,27945531,44,train
0,745,1.0,27945555,45,train
0,757,0.0,27945573,46,train
0,743,1.0,27945614,47,train
0,1550,0.0,27945813,48,train
0,1540,1.0,27946361,49,train
0,1548,1.0,27946379,50,train
0,1562,1.0,27946396,51,train
0,774,1.0,32083593,52,train
0,1146,0.0,32084314,53,train
1,290,1.0,23182764,0,train
1,272,1.0,23182783,1,train
1,304,1.0,23182806,2,train
1,203,1.0,28046281,3,train
1,299,1.0,28046292,4,train
1,585,1.0,32195255,5,train
1,214,1.0,32195266,6,train
1,1258,1.0,32195277,7,train
1,306,0.0,32195288,8,train
1,967,1.0,32267344,9,train
1,430,0.0,32267449,10,train
1,434,1.0,32267631,11,train
1,436,1.0,32267667,12,train
1,427,1.0,32267726,13,train
1,125,1.0,32632166,14,train
1,118,1.0,32632316,15,train
1,128,0.0,32632519,16,train
1,698,1.0,32936372,17,train
1,583,1.0,32936712,18,train
1,606,1.0,32936914,19,train
2,1237,0.0,21429719,0,train
2,628,0.0,21430848,1,train
2,1251,0.0,21431130,2,train
2,625,0.0,21431462,3,train
2,1258,0.0,21432219,4,train
2,622,0.0,21432344,5,train
2,1274,0.0,21432507,6,train
2,296,0.0,21432796,7,train
2,314,0.0,21433532,8,train
2,299,0.0,21434373,9,train
2,205,1.0,33864702,10,train
2,1228,1.0,33864778,11,train
2,314,1.0,33864803,12,train
2,987,1.0,33865185,13,train
2,413,1.0,33865426,14,train
2,119,1.0,33865510,15,train
2,122,1.0,33865545,16,train
2,103,1.0,33865580,17,train
2,110,1.0,33865621,18,train
2,111,1.0,33865646,19,train
2,743,1.0,33865674,20,train
2,636,1.0,33865786,21,train
2,550,1.0,33865832,22,train
2,566,1.0,33865847,23,train
2,770,1.0,33865874,24,train
2,872,1.0,33865975,25,train
2,473,1.0,33866015,26,train
2,1158,0.0,35033902,27,train
2,1177,1.0,35033916,28,train
2,1149,1.0,35033929,29,train
2,1155,1.0,35033965,30,train
2,56,1.0,35034412,31,train
2,63,1.0,35034438,32,train
2,40,1.0,35034451,33,train
2,1189,1.0,35034463,34,train
2,1186,1.0,35034495,35,train
2,1424,0.0,35034561,36,train
2,1383,1.0,35034711,37,train
2,948,1.0,35034767,38,train
2,946,1.0,35034783,39,train
2,928,0.0,35034802,40,train
2,929,0.0,35034836,41,train
2,927,1.0,35034854,42,train
2,1573,1.0,35035021,43,train
2,1551,1.0,35035037,44,train
2,1560,1.0,35035044,45,train
2,1561,1.0,35035059,46,train
2,1567,1.0,35035070,47,train
3,115,0.0,24559749,0,train
3,125,1.0,24560423,1,train
3,106,1.0,24561479,2,train
3,103,1.0,24561605,3,train
3,1400,1.0,24562257,4,train
3,707,1.0,28514722,5,train
3,209,1.0,28514799,6,train
3,307,0.0,28514894,7,train
3,313,0.0,28515229,8,train
3,287,0.0,28515365,9,train
3,314,1.0,28515618,10,train
3,302,1.0,28515663,11,train
3,984,1.0,28515726,12,train
3,130,1.0,28515765,13,train
3,118,1.0,28515793,14,train
3,105,1.0,28515819,15,train
3,126,1.0,28515837,16,train
3,110,1.0,28515875,17,train
3,271,1.0,28515920,18,train
3,635,1.0,28516053,19,train
3,684,1.0,28516064,20,train
3,643,1.0,28516084,21,train
3,766,1.0,28516115,22,train
3,475,0.0,28516187,23,train
3,460,1.0,28516220,24,train
3,473,0.0,28516247,25,train
3,478,0.0,28516291,26,train
3,469,1.0,28516330,27,train
3,1474,0.0,29782163,28,train
3,152,1.0,29782522,29,train
3,718,1.0,32275601,30,train
3,712,1.0,32275758,31,train
3,573,1.0,32275788,32,train
3,585,1.0,32275841,33,train
